"is_covid","n","mean_acc_delay","median_acc_delay","mean_pub_delay","median_pub_delay","2_months_acc","6_months_acc","1_year_acc","2_months_pub","6_months_pub","1_year_pub"
FALSE,6442934,118.992511951853,96,26.2060783177353,15,29.1243709775702,81.3137306699091,97.5279585356609,90.8412533792834,98.8524793207567,99.7736590193226
TRUE,199242,107.075887614057,81,24.3964826693167,14,38.2168418305377,83.5004667690547,97.7268848937473,92.299314401582,98.9334578050813,99.8082733560193
