"is_mega","n","mean_acc_delay","median_acc_delay","mean_pub_delay","median_pub_delay","2_months_acc","6_months_acc","1_year_acc","2_months_pub","6_months_pub","1_year_pub"
FALSE,6079788,110.222257914256,91,22.3204552527161,14,31.4434319091389,83.3972006918662,98.7404988463414,92.1389693193249,100,100
TRUE,474025,150.796732239861,133,23.4428795949581,18,8.29049100785823,71.0260007383577,97.8237434734455,95.0194609988925,100,100
