"open_access","n","mean_acc_delay","median_acc_delay","mean_pub_delay","median_pub_delay","2_months_acc","6_months_acc","1_year_acc","2_months_pub","6_months_pub","1_year_pub"
FALSE,3379154,121.479235927099,104,23.5739960356942,15,22.0100060547699,80.9676919134197,98.5891439099846,91.1048741785666,100,100
TRUE,3174659,104.298551749968,82,21.1537629710782,15,38.0274227877703,84.1359969684933,98.7647177224389,93.6697768169747,100,100
